ID,Model,ModelParameters,TransformationParameters,Ensemble
cb90a0c0ee731922c661aeed5ec88112,MultivariateRegression,"{""regression_model"": {""model"": ""RandomForest"", ""model_params"": {""n_estimators"": 200, ""min_samples_leaf"": 1, ""bootstrap"": true}}, ""mean_rolling_periods"": null, ""macd_periods"": null, ""std_rolling_periods"": 5, ""max_rolling_periods"": 10, ""min_rolling_periods"": null, ""quantile90_rolling_periods"": 10, ""quantile10_rolling_periods"": null, ""ewm_alpha"": 0.2, ""ewm_var_alpha"": null, ""additional_lag_periods"": null, ""abs_energy"": false, ""rolling_autocorr_periods"": null, ""nonzero_last_n"": 7, ""datepart_method"": null, ""polynomial_degree"": null, ""regression_type"": null, ""window"": 3, ""holiday"": false, ""probabilistic"": false, ""scale_full_X"": false, ""cointegration"": ""Johansen"", ""cointegration_lag"": 2, ""series_hash"": false}","{""fillna"": ""cubic"", ""transformations"": {""0"": ""PctChangeTransformer"", ""1"": ""LocalLinearTrend"", ""2"": ""LevelShiftTransformer""}, ""transformation_params"": {""0"": {}, ""1"": {""rolling_window"": 0.05, ""n_tails"": 90, ""n_future"": 0.2, ""method"": ""median"", ""macro_micro"": true}, ""2"": {""window_size"": 364, ""alpha"": 4.0, ""grouping_forward_limit"": 3, ""max_level_shifts"": 5, ""alignment"": ""rolling_diff""}}}",0
ed935be83667c185ff9975a28ed605e1,MultivariateRegression,"{""regression_model"": {""model"": ""RandomForest"", ""model_params"": {""n_estimators"": 200, ""min_samples_leaf"": 1, ""bootstrap"": true}}, ""mean_rolling_periods"": 5, ""macd_periods"": null, ""std_rolling_periods"": null, ""max_rolling_periods"": 364, ""min_rolling_periods"": null, ""quantile90_rolling_periods"": 10, ""quantile10_rolling_periods"": 30, ""ewm_alpha"": 0.2, ""ewm_var_alpha"": 0.5, ""additional_lag_periods"": null, ""abs_energy"": false, ""rolling_autocorr_periods"": null, ""nonzero_last_n"": null, ""datepart_method"": null, ""polynomial_degree"": null, ""regression_type"": null, ""window"": 3, ""holiday"": true, ""probabilistic"": false, ""scale_full_X"": false, ""cointegration"": ""BTCD"", ""cointegration_lag"": 1, ""series_hash"": false}","{""fillna"": ""ffill"", ""transformations"": {""0"": ""PctChangeTransformer"", ""1"": ""LocalLinearTrend"", ""2"": ""LevelShiftTransformer""}, ""transformation_params"": {""0"": {}, ""1"": {""rolling_window"": 0.05, ""n_tails"": 90, ""n_future"": 0.2, ""method"": ""median"", ""macro_micro"": true}, ""2"": {""window_size"": 364, ""alpha"": 4.0, ""grouping_forward_limit"": 3, ""max_level_shifts"": 5, ""alignment"": ""rolling_diff""}}}",0
ea80d164b7a5e81ad6ad050c6f6ef5b2,LATC,"{""time_horizon"": 1, ""seasonality"": 2, ""time_lags"": [2], ""lambda0"": 1, ""learning_rate"": 1, ""theta"": 4, ""window"": 30, ""epsilon"": 0.0001, ""alpha"": [0.33333333, 0.33333333, 0.33333333], ""maxiter"": 150}","{""fillna"": ""time"", ""transformations"": {""0"": ""PctChangeTransformer"", ""1"": ""RobustScaler"", ""2"": ""LevelShiftTransformer"", ""3"": ""AlignLastValue""}, ""transformation_params"": {""0"": {}, ""1"": {}, ""2"": {""window_size"": 364, ""alpha"": 4.0, ""grouping_forward_limit"": 3, ""max_level_shifts"": 5, ""alignment"": ""rolling_diff""}, ""3"": {""rows"": 1, ""lag"": 1, ""method"": ""additive"", ""strength"": 1.0, ""first_value_only"": false}}}",0
6aae0a08e586640fce8aa975aadacb56,LATC,"{""time_horizon"": 1, ""seasonality"": 4, ""time_lags"": [2], ""lambda0"": 1, ""learning_rate"": 1e-07, ""theta"": 4, ""window"": null, ""epsilon"": 0.0001, ""alpha"": [0.33333333, 0.33333333, 0.33333333], ""maxiter"": 150}","{""fillna"": ""ffill"", ""transformations"": {""0"": ""PctChangeTransformer"", ""1"": ""LocalLinearTrend"", ""2"": ""LevelShiftTransformer"", ""3"": ""AlignLastValue""}, ""transformation_params"": {""0"": {}, ""1"": {""rolling_window"": 0.05, ""n_tails"": 90, ""n_future"": 0.2, ""method"": ""median"", ""macro_micro"": true}, ""2"": {""window_size"": 364, ""alpha"": 4.0, ""grouping_forward_limit"": 3, ""max_level_shifts"": 5, ""alignment"": ""rolling_diff""}, ""3"": {""rows"": 1, ""lag"": 1, ""method"": ""additive"", ""strength"": 1.0, ""first_value_only"": false}}}",0
d8a39ee05e18b9a3b41f288b75baa196,LATC,"{""time_horizon"": 1, ""seasonality"": 4, ""time_lags"": [2], ""lambda0"": 1, ""learning_rate"": 1e-05, ""theta"": 4, ""window"": null, ""epsilon"": 0.0001, ""alpha"": [0.33333333, 0.33333333, 0.33333333], ""maxiter"": 150}","{""fillna"": ""ffill"", ""transformations"": {""0"": ""PctChangeTransformer"", ""1"": ""LocalLinearTrend"", ""2"": ""LevelShiftTransformer"", ""3"": ""AlignLastValue""}, ""transformation_params"": {""0"": {}, ""1"": {""rolling_window"": 0.05, ""n_tails"": 90, ""n_future"": 0.2, ""method"": ""median"", ""macro_micro"": true}, ""2"": {""window_size"": 364, ""alpha"": 4.0, ""grouping_forward_limit"": 3, ""max_level_shifts"": 5, ""alignment"": ""rolling_diff""}, ""3"": {""rows"": 1, ""lag"": 1, ""method"": ""additive"", ""strength"": 1.0, ""first_value_only"": false}}}",0
efbd1794bb2f0b9888c5607330301147,LATC,"{""time_horizon"": 1, ""seasonality"": 2, ""time_lags"": [2], ""lambda0"": 1, ""learning_rate"": 1e-05, ""theta"": 4, ""window"": 30, ""epsilon"": 0.0001, ""alpha"": [0.33333333, 0.33333333, 0.33333333], ""maxiter"": 150}","{""fillna"": ""median"", ""transformations"": {""0"": ""PctChangeTransformer"", ""1"": ""LocalLinearTrend"", ""2"": ""LevelShiftTransformer"", ""3"": ""AlignLastValue""}, ""transformation_params"": {""0"": {}, ""1"": {""rolling_window"": 0.05, ""n_tails"": 90, ""n_future"": 0.2, ""method"": ""median"", ""macro_micro"": true}, ""2"": {""window_size"": 364, ""alpha"": 4.0, ""grouping_forward_limit"": 3, ""max_level_shifts"": 5, ""alignment"": ""rolling_diff""}, ""3"": {""rows"": 1, ""lag"": 1, ""method"": ""additive"", ""strength"": 1.0, ""first_value_only"": false}}}",0
70d9501ccf58bf18cf6480a4f98ded7c,MultivariateMotif,"{""window"": 7, ""point_method"": ""weighted_mean"", ""distance_metric"": ""yule"", ""k"": 10, ""max_windows"": 10000}","{""fillna"": ""median"", ""transformations"": {""0"": ""PctChangeTransformer"", ""1"": ""LocalLinearTrend"", ""2"": ""LevelShiftTransformer"", ""3"": ""DifferencedTransformer""}, ""transformation_params"": {""0"": {}, ""1"": {""rolling_window"": 0.05, ""n_tails"": 90, ""n_future"": 0.2, ""method"": ""median"", ""macro_micro"": true}, ""2"": {""window_size"": 364, ""alpha"": 4.0, ""grouping_forward_limit"": 3, ""max_level_shifts"": 5, ""alignment"": ""rolling_diff""}, ""3"": {}}}",0
7a445df08704fb17392537655b1976f6,MultivariateMotif,"{""window"": 7, ""point_method"": ""weighted_mean"", ""distance_metric"": ""matching"", ""k"": 10, ""max_windows"": 10000}","{""fillna"": ""median"", ""transformations"": {""0"": ""PctChangeTransformer"", ""1"": ""LocalLinearTrend"", ""2"": ""LevelShiftTransformer"", ""3"": ""DifferencedTransformer""}, ""transformation_params"": {""0"": {}, ""1"": {""rolling_window"": 0.05, ""n_tails"": 90, ""n_future"": 0.2, ""method"": ""median"", ""macro_micro"": true}, ""2"": {""window_size"": 364, ""alpha"": 4.0, ""grouping_forward_limit"": 3, ""max_level_shifts"": 5, ""alignment"": ""rolling_diff""}, ""3"": {}}}",0
2316c20877890a9c2355d3e43eb4650e,MultivariateRegression,"{""regression_model"": {""model"": ""RandomForest"", ""model_params"": {""n_estimators"": 200, ""min_samples_leaf"": 1, ""bootstrap"": true}}, ""mean_rolling_periods"": 5, ""macd_periods"": null, ""std_rolling_periods"": null, ""max_rolling_periods"": 364, ""min_rolling_periods"": null, ""quantile90_rolling_periods"": 10, ""quantile10_rolling_periods"": 30, ""ewm_alpha"": 0.2, ""ewm_var_alpha"": 0.5, ""additional_lag_periods"": null, ""abs_energy"": false, ""rolling_autocorr_periods"": null, ""nonzero_last_n"": null, ""datepart_method"": null, ""polynomial_degree"": null, ""regression_type"": null, ""window"": 3, ""holiday"": true, ""probabilistic"": false, ""scale_full_X"": false, ""cointegration"": null, ""cointegration_lag"": 1, ""series_hash"": false}","{""fillna"": ""median"", ""transformations"": {""0"": ""PctChangeTransformer"", ""1"": ""LocalLinearTrend"", ""2"": ""LevelShiftTransformer""}, ""transformation_params"": {""0"": {}, ""1"": {""rolling_window"": 0.05, ""n_tails"": 90, ""n_future"": 0.2, ""method"": ""median"", ""macro_micro"": true}, ""2"": {""window_size"": 364, ""alpha"": 4.0, ""grouping_forward_limit"": 3, ""max_level_shifts"": 5, ""alignment"": ""rolling_diff""}}}",0
6e19edcdcc60c142714ac86e014304f9,NVAR,"{""k"": 1, ""ridge_param"": 0.002, ""warmup_pts"": 1, ""seed_pts"": 1, ""seed_weighted"": null, ""batch_size"": 5, ""batch_method"": ""input_order""}","{""fillna"": ""median"", ""transformations"": {""0"": ""PctChangeTransformer"", ""1"": ""LocalLinearTrend"", ""2"": ""LevelShiftTransformer""}, ""transformation_params"": {""0"": {}, ""1"": {""rolling_window"": 0.05, ""n_tails"": 90, ""n_future"": 0.2, ""method"": ""median"", ""macro_micro"": true}, ""2"": {""window_size"": 364, ""alpha"": 4.0, ""grouping_forward_limit"": 3, ""max_level_shifts"": 5, ""alignment"": ""rolling_diff""}}}",0
